RAW,no_punc,Tokens,removed_stop,lems
"Ladies and gentlemen, get ready to be dazzled by the incomparable Ava Thompson! With her powerhouse vocals and sizzling stage presence, Ava is about to set this place on fire!
","Ladies and gentlemen get ready to be dazzled by the incomparable Ava Thompson With her powerhouse vocals and sizzling stage presence Ava is about to set this place on fire
","['ladies', 'and', 'gentlemen', 'get', 'ready', 'to', 'be', 'dazzled', 'by', 'the', 'incomparable', 'ava', 'thompson', 'with', 'her', 'powerhouse', 'vocals', 'and', 'sizzling', 'stage', 'presence', 'ava', 'is', 'about', 'to', 'set', 'this', 'place', 'on', 'fire']","['ladies', 'gentlemen', 'get', 'ready', 'dazzled', 'incomparable', 'ava', 'thompson', 'powerhouse', 'vocals', 'sizzling', 'stage', 'presence', 'ava', 'set', 'place', 'fire']","['lady', 'gentleman', 'get', 'ready', 'dazzled', 'incomparable', 'ava', 'thompson', 'powerhouse', 'vocal', 'sizzling', 'stage', 'presence', 'ava', 'set', 'place', 'fire']"
"Hold onto your hats, because we've got the sensational Tyler Brown in the house tonight! He's ready to rock your world with his killer beats and infectious energy!
","Hold onto your hats because weve got the sensational Tyler Brown in the house tonight Hes ready to rock your world with his killer beats and infectious energy
","['hold', 'onto', 'your', 'hats', 'because', 'weve', 'got', 'the', 'sensational', 'tyler', 'brown', 'in', 'the', 'house', 'tonight', 'hes', 'ready', 'to', 'rock', 'your', 'world', 'with', 'his', 'killer', 'beats', 'and', 'infectious', 'energy']","['hold', 'onto', 'hats', 'weve', 'got', 'sensational', 'tyler', 'brown', 'house', 'tonight', 'hes', 'ready', 'rock', 'world', 'killer', 'beats', 'infectious', 'energy']","['hold', 'onto', 'hat', 'weve', 'got', 'sensational', 'tyler', 'brown', 'house', 'tonight', 'he', 'ready', 'rock', 'world', 'killer', 'beat', 'infectious', 'energy']"
"Prepare to be amazed by the unstoppable force that is Sophia Johnson! With her killer vocals and infectious energy, Sophia is about to take this party to the next level!
","Prepare to be amazed by the unstoppable force that is Sophia Johnson With her killer vocals and infectious energy Sophia is about to take this party to the next level
","['prepare', 'to', 'be', 'amazed', 'by', 'the', 'unstoppable', 'force', 'that', 'is', 'sophia', 'johnson', 'with', 'her', 'killer', 'vocals', 'and', 'infectious', 'energy', 'sophia', 'is', 'about', 'to', 'take', 'this', 'party', 'to', 'the', 'next', 'level']","['prepare', 'amazed', 'unstoppable', 'force', 'sophia', 'johnson', 'killer', 'vocals', 'infectious', 'energy', 'sophia', 'take', 'party', 'next', 'level']","['prepare', 'amazed', 'unstoppable', 'force', 'sophia', 'johnson', 'killer', 'vocal', 'infectious', 'energy', 'sophia', 'take', 'party', 'next', 'level']"
"Get ready to dance the night away with the dynamic duo, Olivia and Ethan! Their killer beats and infectious energy will have you grooving all night long!
","Get ready to dance the night away with the dynamic duo Olivia and Ethan Their killer beats and infectious energy will have you grooving all night long
","['get', 'ready', 'to', 'dance', 'the', 'night', 'away', 'with', 'the', 'dynamic', 'duo', 'olivia', 'and', 'ethan', 'their', 'killer', 'beats', 'and', 'infectious', 'energy', 'will', 'have', 'you', 'grooving', 'all', 'night', 'long']","['get', 'ready', 'dance', 'night', 'away', 'dynamic', 'duo', 'olivia', 'ethan', 'killer', 'beats', 'infectious', 'energy', 'grooving', 'night', 'long']","['get', 'ready', 'dance', 'night', 'away', 'dynamic', 'duo', 'olivia', 'ethan', 'killer', 'beat', 'infectious', 'energy', 'grooving', 'night', 'long']"
"Ladies and gentlemen, put your hands together for the electrifying duo, Mia and Jacob! These two are about to light up the stage with their killer talent and infectious enthusiasm!
","Ladies and gentlemen put your hands together for the electrifying duo Mia and Jacob These two are about to light up the stage with their killer talent and infectious enthusiasm
","['ladies', 'and', 'gentlemen', 'put', 'your', 'hands', 'together', 'for', 'the', 'electrifying', 'duo', 'mia', 'and', 'jacob', 'these', 'two', 'are', 'about', 'to', 'light', 'up', 'the', 'stage', 'with', 'their', 'killer', 'talent', 'and', 'infectious', 'enthusiasm']","['ladies', 'gentlemen', 'put', 'hands', 'together', 'electrifying', 'duo', 'mia', 'jacob', 'two', 'light', 'stage', 'killer', 'talent', 'infectious', 'enthusiasm']","['lady', 'gentleman', 'put', 'hand', 'together', 'electrifying', 'duo', 'mia', 'jacob', 'two', 'light', 'stage', 'killer', 'talent', 'infectious', 'enthusiasm']"
"It's time to get loud and let loose with our next performer, the one and only Lily Turner! Her killer vocals and infectious energy will have you dancing in no time!
","Its time to get loud and let loose with our next performer the one and only Lily Turner Her killer vocals and infectious energy will have you dancing in no time
","['its', 'time', 'to', 'get', 'loud', 'and', 'let', 'loose', 'with', 'our', 'next', 'performer', 'the', 'one', 'and', 'only', 'lily', 'turner', 'her', 'killer', 'vocals', 'and', 'infectious', 'energy', 'will', 'have', 'you', 'dancing', 'in', 'no', 'time']","['time', 'get', 'loud', 'let', 'loose', 'next', 'performer', 'one', 'lily', 'turner', 'killer', 'vocals', 'infectious', 'energy', 'dancing', 'time']","['time', 'get', 'loud', 'let', 'loose', 'next', 'performer', 'one', 'lily', 'turner', 'killer', 'vocal', 'infectious', 'energy', 'dancing', 'time']"
"Hold onto your hats, because we've got the sensational Chloe Smith in the house tonight! With her killer stage presence and infectious energy, Chloe is about to blow your mind!
","Hold onto your hats because weve got the sensational Chloe Smith in the house tonight With her killer stage presence and infectious energy Chloe is about to blow your mind
","['hold', 'onto', 'your', 'hats', 'because', 'weve', 'got', 'the', 'sensational', 'chloe', 'smith', 'in', 'the', 'house', 'tonight', 'with', 'her', 'killer', 'stage', 'presence', 'and', 'infectious', 'energy', 'chloe', 'is', 'about', 'to', 'blow', 'your', 'mind']","['hold', 'onto', 'hats', 'weve', 'got', 'sensational', 'chloe', 'smith', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'chloe', 'blow', 'mind']","['hold', 'onto', 'hat', 'weve', 'got', 'sensational', 'chloe', 'smith', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'chloe', 'blow', 'mind']"
"Get ready for a wild ride with our next act, the unstoppable duo, Emma and Noah! Their killer harmonies and infectious energy will leave you wanting more!
","Get ready for a wild ride with our next act the unstoppable duo Emma and Noah Their killer harmonies and infectious energy will leave you wanting more
","['get', 'ready', 'for', 'a', 'wild', 'ride', 'with', 'our', 'next', 'act', 'the', 'unstoppable', 'duo', 'emma', 'and', 'noah', 'their', 'killer', 'harmonies', 'and', 'infectious', 'energy', 'will', 'leave', 'you', 'wanting', 'more']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'duo', 'emma', 'noah', 'killer', 'harmonies', 'infectious', 'energy', 'leave', 'wanting']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'duo', 'emma', 'noah', 'killer', 'harmony', 'infectious', 'energy', 'leave', 'wanting']"
"Ladies and gentlemen, put your hands together for the dynamic trio, Ethan, Olivia, and Lucas! These three are about to bring down the house with their killer talent and infectious enthusiasm!
","Ladies and gentlemen put your hands together for the dynamic trio Ethan Olivia and Lucas These three are about to bring down the house with their killer talent and infectious enthusiasm
","['ladies', 'and', 'gentlemen', 'put', 'your', 'hands', 'together', 'for', 'the', 'dynamic', 'trio', 'ethan', 'olivia', 'and', 'lucas', 'these', 'three', 'are', 'about', 'to', 'bring', 'down', 'the', 'house', 'with', 'their', 'killer', 'talent', 'and', 'infectious', 'enthusiasm']","['ladies', 'gentlemen', 'put', 'hands', 'together', 'dynamic', 'trio', 'ethan', 'olivia', 'lucas', 'three', 'bring', 'house', 'killer', 'talent', 'infectious', 'enthusiasm']","['lady', 'gentleman', 'put', 'hand', 'together', 'dynamic', 'trio', 'ethan', 'olivia', 'lucas', 'three', 'bring', 'house', 'killer', 'talent', 'infectious', 'enthusiasm']"
"Prepare to be amazed by the unstoppable force that is Mia Johnson! With her killer vocals and infectious energy, Mia is about to take this party to the next level!
","Prepare to be amazed by the unstoppable force that is Mia Johnson With her killer vocals and infectious energy Mia is about to take this party to the next level
","['prepare', 'to', 'be', 'amazed', 'by', 'the', 'unstoppable', 'force', 'that', 'is', 'mia', 'johnson', 'with', 'her', 'killer', 'vocals', 'and', 'infectious', 'energy', 'mia', 'is', 'about', 'to', 'take', 'this', 'party', 'to', 'the', 'next', 'level']","['prepare', 'amazed', 'unstoppable', 'force', 'mia', 'johnson', 'killer', 'vocals', 'infectious', 'energy', 'mia', 'take', 'party', 'next', 'level']","['prepare', 'amazed', 'unstoppable', 'force', 'mia', 'johnson', 'killer', 'vocal', 'infectious', 'energy', 'mia', 'take', 'party', 'next', 'level']"
"Get ready to dance the night away with the sensational duo, Lily and Tyler! Their killer beats and infectious energy will have you grooving all night long!
","Get ready to dance the night away with the sensational duo Lily and Tyler Their killer beats and infectious energy will have you grooving all night long
","['get', 'ready', 'to', 'dance', 'the', 'night', 'away', 'with', 'the', 'sensational', 'duo', 'lily', 'and', 'tyler', 'their', 'killer', 'beats', 'and', 'infectious', 'energy', 'will', 'have', 'you', 'grooving', 'all', 'night', 'long']","['get', 'ready', 'dance', 'night', 'away', 'sensational', 'duo', 'lily', 'tyler', 'killer', 'beats', 'infectious', 'energy', 'grooving', 'night', 'long']","['get', 'ready', 'dance', 'night', 'away', 'sensational', 'duo', 'lily', 'tyler', 'killer', 'beat', 'infectious', 'energy', 'grooving', 'night', 'long']"
"Ladies and gentlemen, put your hands together for the electrifying duo, Emma and Jacob! These two are about to light up the stage with their killer talent and infectious enthusiasm!
","Ladies and gentlemen put your hands together for the electrifying duo Emma and Jacob These two are about to light up the stage with their killer talent and infectious enthusiasm
","['ladies', 'and', 'gentlemen', 'put', 'your', 'hands', 'together', 'for', 'the', 'electrifying', 'duo', 'emma', 'and', 'jacob', 'these', 'two', 'are', 'about', 'to', 'light', 'up', 'the', 'stage', 'with', 'their', 'killer', 'talent', 'and', 'infectious', 'enthusiasm']","['ladies', 'gentlemen', 'put', 'hands', 'together', 'electrifying', 'duo', 'emma', 'jacob', 'two', 'light', 'stage', 'killer', 'talent', 'infectious', 'enthusiasm']","['lady', 'gentleman', 'put', 'hand', 'together', 'electrifying', 'duo', 'emma', 'jacob', 'two', 'light', 'stage', 'killer', 'talent', 'infectious', 'enthusiasm']"
"It's time to get loud and let loose with our next performer, the one and only Ethan Turner! His killer vocals and infectious energy will have you dancing in no time!
","Its time to get loud and let loose with our next performer the one and only Ethan Turner His killer vocals and infectious energy will have you dancing in no time
","['its', 'time', 'to', 'get', 'loud', 'and', 'let', 'loose', 'with', 'our', 'next', 'performer', 'the', 'one', 'and', 'only', 'ethan', 'turner', 'his', 'killer', 'vocals', 'and', 'infectious', 'energy', 'will', 'have', 'you', 'dancing', 'in', 'no', 'time']","['time', 'get', 'loud', 'let', 'loose', 'next', 'performer', 'one', 'ethan', 'turner', 'killer', 'vocals', 'infectious', 'energy', 'dancing', 'time']","['time', 'get', 'loud', 'let', 'loose', 'next', 'performer', 'one', 'ethan', 'turner', 'killer', 'vocal', 'infectious', 'energy', 'dancing', 'time']"
"Hold onto your hats, because we've got the sensational Mia Smith in the house tonight! With her killer stage presence and infectious energy, Mia is about to blow your mind!
","Hold onto your hats because weve got the sensational Mia Smith in the house tonight With her killer stage presence and infectious energy Mia is about to blow your mind
","['hold', 'onto', 'your', 'hats', 'because', 'weve', 'got', 'the', 'sensational', 'mia', 'smith', 'in', 'the', 'house', 'tonight', 'with', 'her', 'killer', 'stage', 'presence', 'and', 'infectious', 'energy', 'mia', 'is', 'about', 'to', 'blow', 'your', 'mind']","['hold', 'onto', 'hats', 'weve', 'got', 'sensational', 'mia', 'smith', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'mia', 'blow', 'mind']","['hold', 'onto', 'hat', 'weve', 'got', 'sensational', 'mia', 'smith', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'mia', 'blow', 'mind']"
"Get ready for a wild ride with our next act, the unstoppable duo, Olivia and Lucas! Their killer harmonies and infectious energy will leave you wanting more!
","Get ready for a wild ride with our next act the unstoppable duo Olivia and Lucas Their killer harmonies and infectious energy will leave you wanting more
","['get', 'ready', 'for', 'a', 'wild', 'ride', 'with', 'our', 'next', 'act', 'the', 'unstoppable', 'duo', 'olivia', 'and', 'lucas', 'their', 'killer', 'harmonies', 'and', 'infectious', 'energy', 'will', 'leave', 'you', 'wanting', 'more']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'duo', 'olivia', 'lucas', 'killer', 'harmonies', 'infectious', 'energy', 'leave', 'wanting']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'duo', 'olivia', 'lucas', 'killer', 'harmony', 'infectious', 'energy', 'leave', 'wanting']"
"Ladies and gentlemen, get ready to witness an electrifying performance by the one and only, Sarah Johnson! Her dynamic stage presence and powerhouse vocals are about to take this party to the next level!
","Ladies and gentlemen get ready to witness an electrifying performance by the one and only Sarah Johnson Her dynamic stage presence and powerhouse vocals are about to take this party to the next level
","['ladies', 'and', 'gentlemen', 'get', 'ready', 'to', 'witness', 'an', 'electrifying', 'performance', 'by', 'the', 'one', 'and', 'only', 'sarah', 'johnson', 'her', 'dynamic', 'stage', 'presence', 'and', 'powerhouse', 'vocals', 'are', 'about', 'to', 'take', 'this', 'party', 'to', 'the', 'next', 'level']","['ladies', 'gentlemen', 'get', 'ready', 'witness', 'electrifying', 'performance', 'one', 'sarah', 'johnson', 'dynamic', 'stage', 'presence', 'powerhouse', 'vocals', 'take', 'party', 'next', 'level']","['lady', 'gentleman', 'get', 'ready', 'witness', 'electrifying', 'performance', 'one', 'sarah', 'johnson', 'dynamic', 'stage', 'presence', 'powerhouse', 'vocal', 'take', 'party', 'next', 'level']"
"Put your hands together for the sensational duo, Emma and Liam! These two are ready to bring down the house with their infectious energy and killer harmonies that will have you dancing all night long!
","Put your hands together for the sensational duo Emma and Liam These two are ready to bring down the house with their infectious energy and killer harmonies that will have you dancing all night long
","['put', 'your', 'hands', 'together', 'for', 'the', 'sensational', 'duo', 'emma', 'and', 'liam', 'these', 'two', 'are', 'ready', 'to', 'bring', 'down', 'the', 'house', 'with', 'their', 'infectious', 'energy', 'and', 'killer', 'harmonies', 'that', 'will', 'have', 'you', 'dancing', 'all', 'night', 'long']","['put', 'hands', 'together', 'sensational', 'duo', 'emma', 'liam', 'two', 'ready', 'bring', 'house', 'infectious', 'energy', 'killer', 'harmonies', 'dancing', 'night', 'long']","['put', 'hand', 'together', 'sensational', 'duo', 'emma', 'liam', 'two', 'ready', 'bring', 'house', 'infectious', 'energy', 'killer', 'harmony', 'dancing', 'night', 'long']"
"Get ready to rock out with the incredible trio, Lily, Ethan, and Mia! Their killer chemistry on stage and infectious enthusiasm are guaranteed to leave you wanting more!
","Get ready to rock out with the incredible trio Lily Ethan and Mia Their killer chemistry on stage and infectious enthusiasm are guaranteed to leave you wanting more
","['get', 'ready', 'to', 'rock', 'out', 'with', 'the', 'incredible', 'trio', 'lily', 'ethan', 'and', 'mia', 'their', 'killer', 'chemistry', 'on', 'stage', 'and', 'infectious', 'enthusiasm', 'are', 'guaranteed', 'to', 'leave', 'you', 'wanting', 'more']","['get', 'ready', 'rock', 'incredible', 'trio', 'lily', 'ethan', 'mia', 'killer', 'chemistry', 'stage', 'infectious', 'enthusiasm', 'guaranteed', 'leave', 'wanting']","['get', 'ready', 'rock', 'incredible', 'trio', 'lily', 'ethan', 'mia', 'killer', 'chemistry', 'stage', 'infectious', 'enthusiasm', 'guaranteed', 'leave', 'wanting']"
"Welcome everyone to an unforgettable night of music brought to you by the unstoppable force, Max Turner! His electrifying beats and killer vocals will have you grooving from start to finish!
","Welcome everyone to an unforgettable night of music brought to you by the unstoppable force Max Turner His electrifying beats and killer vocals will have you grooving from start to finish
","['welcome', 'everyone', 'to', 'an', 'unforgettable', 'night', 'of', 'music', 'brought', 'to', 'you', 'by', 'the', 'unstoppable', 'force', 'max', 'turner', 'his', 'electrifying', 'beats', 'and', 'killer', 'vocals', 'will', 'have', 'you', 'grooving', 'from', 'start', 'to', 'finish']","['welcome', 'everyone', 'unforgettable', 'night', 'music', 'brought', 'unstoppable', 'force', 'max', 'turner', 'electrifying', 'beats', 'killer', 'vocals', 'grooving', 'start', 'finish']","['welcome', 'everyone', 'unforgettable', 'night', 'music', 'brought', 'unstoppable', 'force', 'max', 'turner', 'electrifying', 'beat', 'killer', 'vocal', 'grooving', 'start', 'finish']"
"Hold onto your hats, because we've got the sensational Ava Smith in the house tonight! Her killer stage presence and infectious energy are about to blow your mind!
","Hold onto your hats because weve got the sensational Ava Smith in the house tonight Her killer stage presence and infectious energy are about to blow your mind
","['hold', 'onto', 'your', 'hats', 'because', 'weve', 'got', 'the', 'sensational', 'ava', 'smith', 'in', 'the', 'house', 'tonight', 'her', 'killer', 'stage', 'presence', 'and', 'infectious', 'energy', 'are', 'about', 'to', 'blow', 'your', 'mind']","['hold', 'onto', 'hats', 'weve', 'got', 'sensational', 'ava', 'smith', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'blow', 'mind']","['hold', 'onto', 'hat', 'weve', 'got', 'sensational', 'ava', 'smith', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'blow', 'mind']"
"Ladies and gentlemen, prepare to be amazed by the dynamic duo, Noah and Olivia! Their killer talent and infectious enthusiasm are sure to leave you speechless and craving for more!
","Ladies and gentlemen prepare to be amazed by the dynamic duo Noah and Olivia Their killer talent and infectious enthusiasm are sure to leave you speechless and craving for more
","['ladies', 'and', 'gentlemen', 'prepare', 'to', 'be', 'amazed', 'by', 'the', 'dynamic', 'duo', 'noah', 'and', 'olivia', 'their', 'killer', 'talent', 'and', 'infectious', 'enthusiasm', 'are', 'sure', 'to', 'leave', 'you', 'speechless', 'and', 'craving', 'for', 'more']","['ladies', 'gentlemen', 'prepare', 'amazed', 'dynamic', 'duo', 'noah', 'olivia', 'killer', 'talent', 'infectious', 'enthusiasm', 'sure', 'leave', 'speechless', 'craving']","['lady', 'gentleman', 'prepare', 'amazed', 'dynamic', 'duo', 'noah', 'olivia', 'killer', 'talent', 'infectious', 'enthusiasm', 'sure', 'leave', 'speechless', 'craving']"
"Get ready for a wild ride with our next act, the unstoppable trio, Ethan, Chloe, and Lucas! Their killer harmonies and infectious energy will leave you wanting more!
","Get ready for a wild ride with our next act the unstoppable trio Ethan Chloe and Lucas Their killer harmonies and infectious energy will leave you wanting more
","['get', 'ready', 'for', 'a', 'wild', 'ride', 'with', 'our', 'next', 'act', 'the', 'unstoppable', 'trio', 'ethan', 'chloe', 'and', 'lucas', 'their', 'killer', 'harmonies', 'and', 'infectious', 'energy', 'will', 'leave', 'you', 'wanting', 'more']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'trio', 'ethan', 'chloe', 'lucas', 'killer', 'harmonies', 'infectious', 'energy', 'leave', 'wanting']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'trio', 'ethan', 'chloe', 'lucas', 'killer', 'harmony', 'infectious', 'energy', 'leave', 'wanting']"
"It's time to turn up the volume and feel the rhythm with our next performer, the one and only, Jacob Martinez! His electrifying performance and killer guitar skills are about to rock your world!
","Its time to turn up the volume and feel the rhythm with our next performer the one and only Jacob Martinez His electrifying performance and killer guitar skills are about to rock your world
","['its', 'time', 'to', 'turn', 'up', 'the', 'volume', 'and', 'feel', 'the', 'rhythm', 'with', 'our', 'next', 'performer', 'the', 'one', 'and', 'only', 'jacob', 'martinez', 'his', 'electrifying', 'performance', 'and', 'killer', 'guitar', 'skills', 'are', 'about', 'to', 'rock', 'your', 'world']","['time', 'turn', 'volume', 'feel', 'rhythm', 'next', 'performer', 'one', 'jacob', 'martinez', 'electrifying', 'performance', 'killer', 'guitar', 'skills', 'rock', 'world']","['time', 'turn', 'volume', 'feel', 'rhythm', 'next', 'performer', 'one', 'jacob', 'martinez', 'electrifying', 'performance', 'killer', 'guitar', 'skill', 'rock', 'world']"
"Put your hands together for the dynamic duo, Lily and Tyler! Their killer vocals and infectious energy are guaranteed to get you on your feet and dancing!
","Put your hands together for the dynamic duo Lily and Tyler Their killer vocals and infectious energy are guaranteed to get you on your feet and dancing
","['put', 'your', 'hands', 'together', 'for', 'the', 'dynamic', 'duo', 'lily', 'and', 'tyler', 'their', 'killer', 'vocals', 'and', 'infectious', 'energy', 'are', 'guaranteed', 'to', 'get', 'you', 'on', 'your', 'feet', 'and', 'dancing']","['put', 'hands', 'together', 'dynamic', 'duo', 'lily', 'tyler', 'killer', 'vocals', 'infectious', 'energy', 'guaranteed', 'get', 'feet', 'dancing']","['put', 'hand', 'together', 'dynamic', 'duo', 'lily', 'tyler', 'killer', 'vocal', 'infectious', 'energy', 'guaranteed', 'get', 'foot', 'dancing']"
"Welcome everyone to a night of pure musical magic brought to you by the sensational Sophia Thompson! Her angelic voice and infectious enthusiasm will transport you to another world!
","Welcome everyone to a night of pure musical magic brought to you by the sensational Sophia Thompson Her angelic voice and infectious enthusiasm will transport you to another world
","['welcome', 'everyone', 'to', 'a', 'night', 'of', 'pure', 'musical', 'magic', 'brought', 'to', 'you', 'by', 'the', 'sensational', 'sophia', 'thompson', 'her', 'angelic', 'voice', 'and', 'infectious', 'enthusiasm', 'will', 'transport', 'you', 'to', 'another', 'world']","['welcome', 'everyone', 'night', 'pure', 'musical', 'magic', 'brought', 'sensational', 'sophia', 'thompson', 'angelic', 'voice', 'infectious', 'enthusiasm', 'transport', 'another', 'world']","['welcome', 'everyone', 'night', 'pure', 'musical', 'magic', 'brought', 'sensational', 'sophia', 'thompson', 'angelic', 'voice', 'infectious', 'enthusiasm', 'transport', 'another', 'world']"
"Hold onto your hats, because we've got the sensational Mia Brown in the house tonight! Her killer stage presence and infectious energy are about to set this place on fire!
","Hold onto your hats because weve got the sensational Mia Brown in the house tonight Her killer stage presence and infectious energy are about to set this place on fire
","['hold', 'onto', 'your', 'hats', 'because', 'weve', 'got', 'the', 'sensational', 'mia', 'brown', 'in', 'the', 'house', 'tonight', 'her', 'killer', 'stage', 'presence', 'and', 'infectious', 'energy', 'are', 'about', 'to', 'set', 'this', 'place', 'on', 'fire']","['hold', 'onto', 'hats', 'weve', 'got', 'sensational', 'mia', 'brown', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'set', 'place', 'fire']","['hold', 'onto', 'hat', 'weve', 'got', 'sensational', 'mia', 'brown', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'set', 'place', 'fire']"
"Ladies and gentlemen, prepare to be dazzled by the dynamic trio, Emma, Ethan, and Olivia! Their killer talent and infectious enthusiasm are sure to leave you speechless!
","Ladies and gentlemen prepare to be dazzled by the dynamic trio Emma Ethan and Olivia Their killer talent and infectious enthusiasm are sure to leave you speechless
","['ladies', 'and', 'gentlemen', 'prepare', 'to', 'be', 'dazzled', 'by', 'the', 'dynamic', 'trio', 'emma', 'ethan', 'and', 'olivia', 'their', 'killer', 'talent', 'and', 'infectious', 'enthusiasm', 'are', 'sure', 'to', 'leave', 'you', 'speechless']","['ladies', 'gentlemen', 'prepare', 'dazzled', 'dynamic', 'trio', 'emma', 'ethan', 'olivia', 'killer', 'talent', 'infectious', 'enthusiasm', 'sure', 'leave', 'speechless']","['lady', 'gentleman', 'prepare', 'dazzled', 'dynamic', 'trio', 'emma', 'ethan', 'olivia', 'killer', 'talent', 'infectious', 'enthusiasm', 'sure', 'leave', 'speechless']"
"Get ready for a wild ride with our next act, the unstoppable duo, Lucas and Lily! Their killer harmonies and infectious energy will leave you wanting more!
","Get ready for a wild ride with our next act the unstoppable duo Lucas and Lily Their killer harmonies and infectious energy will leave you wanting more
","['get', 'ready', 'for', 'a', 'wild', 'ride', 'with', 'our', 'next', 'act', 'the', 'unstoppable', 'duo', 'lucas', 'and', 'lily', 'their', 'killer', 'harmonies', 'and', 'infectious', 'energy', 'will', 'leave', 'you', 'wanting', 'more']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'duo', 'lucas', 'lily', 'killer', 'harmonies', 'infectious', 'energy', 'leave', 'wanting']","['get', 'ready', 'wild', 'ride', 'next', 'act', 'unstoppable', 'duo', 'lucas', 'lily', 'killer', 'harmony', 'infectious', 'energy', 'leave', 'wanting']"
"It's time to turn up the volume and feel the rhythm with our next performer, the one and only, Noah Garcia! His electrifying beats and killer vocals are about to rock your world!
","Its time to turn up the volume and feel the rhythm with our next performer the one and only Noah Garcia His electrifying beats and killer vocals are about to rock your world
","['its', 'time', 'to', 'turn', 'up', 'the', 'volume', 'and', 'feel', 'the', 'rhythm', 'with', 'our', 'next', 'performer', 'the', 'one', 'and', 'only', 'noah', 'garcia', 'his', 'electrifying', 'beats', 'and', 'killer', 'vocals', 'are', 'about', 'to', 'rock', 'your', 'world']","['time', 'turn', 'volume', 'feel', 'rhythm', 'next', 'performer', 'one', 'noah', 'garcia', 'electrifying', 'beats', 'killer', 'vocals', 'rock', 'world']","['time', 'turn', 'volume', 'feel', 'rhythm', 'next', 'performer', 'one', 'noah', 'garcia', 'electrifying', 'beat', 'killer', 'vocal', 'rock', 'world']"
"Put your hands together for the dynamic duo, Chloe and Liam! Their killer vocals and infectious energy are guaranteed to get you on your feet and dancing!
","Put your hands together for the dynamic duo Chloe and Liam Their killer vocals and infectious energy are guaranteed to get you on your feet and dancing
","['put', 'your', 'hands', 'together', 'for', 'the', 'dynamic', 'duo', 'chloe', 'and', 'liam', 'their', 'killer', 'vocals', 'and', 'infectious', 'energy', 'are', 'guaranteed', 'to', 'get', 'you', 'on', 'your', 'feet', 'and', 'dancing']","['put', 'hands', 'together', 'dynamic', 'duo', 'chloe', 'liam', 'killer', 'vocals', 'infectious', 'energy', 'guaranteed', 'get', 'feet', 'dancing']","['put', 'hand', 'together', 'dynamic', 'duo', 'chloe', 'liam', 'killer', 'vocal', 'infectious', 'energy', 'guaranteed', 'get', 'foot', 'dancing']"
"Welcome everyone to a night of pure musical magic brought to you by the sensational Ethan Turner! His angelic voice and infectious enthusiasm will transport you to another world!
","Welcome everyone to a night of pure musical magic brought to you by the sensational Ethan Turner His angelic voice and infectious enthusiasm will transport you to another world
","['welcome', 'everyone', 'to', 'a', 'night', 'of', 'pure', 'musical', 'magic', 'brought', 'to', 'you', 'by', 'the', 'sensational', 'ethan', 'turner', 'his', 'angelic', 'voice', 'and', 'infectious', 'enthusiasm', 'will', 'transport', 'you', 'to', 'another', 'world']","['welcome', 'everyone', 'night', 'pure', 'musical', 'magic', 'brought', 'sensational', 'ethan', 'turner', 'angelic', 'voice', 'infectious', 'enthusiasm', 'transport', 'another', 'world']","['welcome', 'everyone', 'night', 'pure', 'musical', 'magic', 'brought', 'sensational', 'ethan', 'turner', 'angelic', 'voice', 'infectious', 'enthusiasm', 'transport', 'another', 'world']"
"Hold onto your hats, because we've got the sensational Mia Martinez in the house tonight! Her killer stage presence and infectious energy are about to set this place on fire!
","Hold onto your hats because weve got the sensational Mia Martinez in the house tonight Her killer stage presence and infectious energy are about to set this place on fire
","['hold', 'onto', 'your', 'hats', 'because', 'weve', 'got', 'the', 'sensational', 'mia', 'martinez', 'in', 'the', 'house', 'tonight', 'her', 'killer', 'stage', 'presence', 'and', 'infectious', 'energy', 'are', 'about', 'to', 'set', 'this', 'place', 'on', 'fire']","['hold', 'onto', 'hats', 'weve', 'got', 'sensational', 'mia', 'martinez', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'set', 'place', 'fire']","['hold', 'onto', 'hat', 'weve', 'got', 'sensational', 'mia', 'martinez', 'house', 'tonight', 'killer', 'stage', 'presence', 'infectious', 'energy', 'set', 'place', 'fire']"
